stockcode,description,year,week,abc_class,total_quantity,total_revenue,transaction_count
21211,SET OF 72 SKULL PAPER  DOILIES,2010,49,B,2,5.28,2
21211,SET OF 72 SKULL PAPER  DOILIES,2010,50,B,73,108.23,2
21211,SET OF 72 SKULL PAPER  DOILIES,2010,51,B,12,17.4,1
21211,SET OF 72 SKULL PAPER  DOILIES,2011,1,B,2,2.9,1
21211,SET OF 72 SKULL PAPER  DOILIES,2011,2,B,1,2.46,1
21211,SET OF 72 SKULL PAPER  DOILIES,2011,3,B,2,3.91,2
21211,SET OF 72 SKULL PAPER  DOILIES,2011,4,B,4,5.8,1
21211,SET OF 72 SKULL PAPER  DOILIES,2011,5,B,16,24.21,3
21211,SET OF 72 SKULL PAPER  DOILIES,2011,6,B,12,17.4,1
21211,SET OF 72 SKULL PAPER  DOILIES,2011,7,B,26,37.699999999999996,3
21211,SET OF 72 SKULL PAPER  DOILIES,2011,8,B,2,7.5,2
21211,SET OF 72 SKULL PAPER  DOILIES,2011,9,B,1,2.92,1
21211,SET OF 72 SKULL PAPER  DOILIES,2011,10,B,2,7.5,1
21211,SET OF 72 SKULL PAPER  DOILIES,2011,11,B,11,17.42,4
21211,SET OF 72 SKULL PAPER  DOILIES,2011,12,B,13,18.849999999999998,2
21211,SET OF 72 SKULL PAPER  DOILIES,2011,13,B,99,124.35,3
21211,SET OF 72 SKULL PAPER  DOILIES,2011,15,B,13,18.849999999999998,2
21211,SET OF 72 SKULL PAPER  DOILIES,2011,16,B,15,25.519999999999996,4
21211,SET OF 72 SKULL PAPER  DOILIES,2011,17,B,12,17.4,1
21211,SET OF 72 SKULL PAPER  DOILIES,2011,18,B,4,5.8,2
21211,SET OF 72 SKULL PAPER  DOILIES,2011,19,B,2,2.9,1
21211,SET OF 72 SKULL PAPER  DOILIES,2011,20,B,1,1.45,1
21211,SET OF 72 SKULL PAPER  DOILIES,2011,21,B,13,20.32,2
21211,SET OF 72 SKULL PAPER  DOILIES,2011,23,B,26,37.699999999999996,4
21211,SET OF 72 SKULL PAPER  DOILIES,2011,25,B,12,17.4,1
21211,SET OF 72 SKULL PAPER  DOILIES,2011,26,B,16,20.0,2
21211,SET OF 72 SKULL PAPER  DOILIES,2011,27,B,11,16.45,8
21211,SET OF 72 SKULL PAPER  DOILIES,2011,28,B,13,16.45,6
21211,SET OF 72 SKULL PAPER  DOILIES,2011,29,B,11,16.65,5
21211,SET OF 72 SKULL PAPER  DOILIES,2011,30,B,12,17.4,1
21211,SET OF 72 SKULL PAPER  DOILIES,2011,32,B,1,1.45,1
21211,SET OF 72 SKULL PAPER  DOILIES,2011,33,B,24,34.8,2
21211,SET OF 72 SKULL PAPER  DOILIES,2011,34,B,99,124.35,2
21211,SET OF 72 SKULL PAPER  DOILIES,2011,35,B,4,7.27,2
21211,SET OF 72 SKULL PAPER  DOILIES,2011,36,B,4,5.8,1
21211,SET OF 72 SKULL PAPER  DOILIES,2011,37,B,1,1.45,1
21211,SET OF 72 SKULL PAPER  DOILIES,2011,38,B,13,20.32,2
21211,SET OF 72 SKULL PAPER  DOILIES,2011,39,B,5,7.25,3
21211,SET OF 72 SKULL PAPER  DOILIES,2011,40,B,26,37.699999999999996,2
21211,SET OF 72 SKULL PAPER  DOILIES,2011,41,B,1,2.92,1
21211,SET OF 72 SKULL PAPER  DOILIES,2011,42,B,210,307.44,4
21211,SET OF 72 SKULL PAPER  DOILIES,2011,44,B,12,17.4,1
21211,SET OF 72 SKULL PAPER  DOILIES,2011,45,B,10,14.5,4
21211,SET OF 72 SKULL PAPER  DOILIES,2011,46,B,7,10.149999999999999,2
21211,SET OF 72 SKULL PAPER  DOILIES,2011,47,B,3,4.35,2
21211,SET OF 72 SKULL PAPER  DOILIES,2011,48,B,12,17.4,1
21212,PACK OF 72 RETROSPOT CAKE CASES,2010,48,A,975,605.33,27
21212,PACK OF 72 RETROSPOT CAKE CASES,2010,49,A,1104,945.2,40
21212,PACK OF 72 RETROSPOT CAKE CASES,2010,50,A,664,535.08,20
21212,PACK OF 72 RETROSPOT CAKE CASES,2010,51,A,1363,595.97,12
21212,PACK OF 72 RETROSPOT CAKE CASES,2011,1,A,324,162.6,14
21212,PACK OF 72 RETROSPOT CAKE CASES,2011,2,A,619,300.96,24
21212,PACK OF 72 RETROSPOT CAKE CASES,2011,3,A,1753,766.0699999999999,16
21212,PACK OF 72 RETROSPOT CAKE CASES,2011,4,A,557,347.24,23
21212,PACK OF 72 RETROSPOT CAKE CASES,2011,5,A,558,332.65999999999997,27
21212,PACK OF 72 RETROSPOT CAKE CASES,2011,6,A,347,213.23999999999998,17
21212,PACK OF 72 RETROSPOT CAKE CASES,2011,7,A,526,283.59,17
21212,PACK OF 72 RETROSPOT CAKE CASES,2011,8,A,718,385.56,32
21212,PACK OF 72 RETROSPOT CAKE CASES,2011,9,A,689,351.95,27
21212,PACK OF 72 RETROSPOT CAKE CASES,2011,10,A,814,484.09,22
21212,PACK OF 72 RETROSPOT CAKE CASES,2011,11,A,1303,698.98,26
21212,PACK OF 72 RETROSPOT CAKE CASES,2011,12,A,527,305.72999999999996,32
21212,PACK OF 72 RETROSPOT CAKE CASES,2011,13,A,785,534.93,29
21212,PACK OF 72 RETROSPOT CAKE CASES,2011,14,A,669,455.04,35
21212,PACK OF 72 RETROSPOT CAKE CASES,2011,15,A,600,426.39,31
21212,PACK OF 72 RETROSPOT CAKE CASES,2011,16,A,1421,674.59,28
21212,PACK OF 72 RETROSPOT CAKE CASES,2011,17,A,315,211.24,22
21212,PACK OF 72 RETROSPOT CAKE CASES,2011,18,A,788,432.09,34
21212,PACK OF 72 RETROSPOT CAKE CASES,2011,19,A,1647,862.68,33
21212,PACK OF 72 RETROSPOT CAKE CASES,2011,20,A,599,339.46999999999997,28
21212,PACK OF 72 RETROSPOT CAKE CASES,2011,21,A,360,284.12,21
21212,PACK OF 72 RETROSPOT CAKE CASES,2011,22,A,229,159.09,16
21212,PACK OF 72 RETROSPOT CAKE CASES,2011,23,A,619,408.44,29
21212,PACK OF 72 RETROSPOT CAKE CASES,2011,24,A,856,456.27,27
21212,PACK OF 72 RETROSPOT CAKE CASES,2011,25,A,181,121.28,21
21212,PACK OF 72 RETROSPOT CAKE CASES,2011,26,A,123,114.12,8
21212,PACK OF 72 RETROSPOT CAKE CASES,2011,27,A,1112,595.58,23
21212,PACK OF 72 RETROSPOT CAKE CASES,2011,28,A,253,169.48999999999998,21
21212,PACK OF 72 RETROSPOT CAKE CASES,2011,29,A,335,256.6,23
21212,PACK OF 72 RETROSPOT CAKE CASES,2011,30,A,1083,567.0799999999999,24
21212,PACK OF 72 RETROSPOT CAKE CASES,2011,31,A,445,238.73,15
21212,PACK OF 72 RETROSPOT CAKE CASES,2011,32,A,335,224.74,15
21212,PACK OF 72 RETROSPOT CAKE CASES,2011,33,A,1650,771.73,23
21212,PACK OF 72 RETROSPOT CAKE CASES,2011,34,A,508,308.16999999999996,20
21212,PACK OF 72 RETROSPOT CAKE CASES,2011,35,A,459,268.9,28
21212,PACK OF 72 RETROSPOT CAKE CASES,2011,36,A,712,381.39,24
21212,PACK OF 72 RETROSPOT CAKE CASES,2011,37,A,955,478.11,22
21212,PACK OF 72 RETROSPOT CAKE CASES,2011,38,A,1028,555.25,39
21212,PACK OF 72 RETROSPOT CAKE CASES,2011,39,A,359,227.66,26
21212,PACK OF 72 RETROSPOT CAKE CASES,2011,40,A,477,328.57,29
21212,PACK OF 72 RETROSPOT CAKE CASES,2011,41,A,499,321.49,27
21212,PACK OF 72 RETROSPOT CAKE CASES,2011,42,A,507,263.39,18
21212,PACK OF 72 RETROSPOT CAKE CASES,2011,43,A,521,258.15,27
21212,PACK OF 72 RETROSPOT CAKE CASES,2011,44,A,1042,514.65,30
21212,PACK OF 72 RETROSPOT CAKE CASES,2011,45,A,362,267.61,30
21212,PACK OF 72 RETROSPOT CAKE CASES,2011,46,A,590,398.17999999999995,39
21212,PACK OF 72 RETROSPOT CAKE CASES,2011,47,A,342,317.1,26
21212,PACK OF 72 RETROSPOT CAKE CASES,2011,48,A,546,458.38,29
21212,PACK OF 72 RETROSPOT CAKE CASES,2011,49,A,266,294.15,24
21213,PACK OF 72 SKULL CAKE CASES,2010,48,A,133,122.74,11
21213,PACK OF 72 SKULL CAKE CASES,2010,49,A,238,258.4,13
21213,PACK OF 72 SKULL CAKE CASES,2010,50,A,275,200.31,8
21213,PACK OF 72 SKULL CAKE CASES,2010,51,A,705,313.52,9
21213,PACK OF 72 SKULL CAKE CASES,2011,1,A,127,69.85,7
21213,PACK OF 72 SKULL CAKE CASES,2011,2,A,132,57.73,6
21213,PACK OF 72 SKULL CAKE CASES,2011,3,A,223,109.28,9
21213,PACK OF 72 SKULL CAKE CASES,2011,4,A,184,90.06,9
21213,PACK OF 72 SKULL CAKE CASES,2011,5,A,243,153.59,19
21213,PACK OF 72 SKULL CAKE CASES,2011,6,A,38,35.37,6
21213,PACK OF 72 SKULL CAKE CASES,2011,7,A,179,121.14,13
21213,PACK OF 72 SKULL CAKE CASES,2011,8,A,184,97.84,8
21213,PACK OF 72 SKULL CAKE CASES,2011,9,A,316,142.6,8
21213,PACK OF 72 SKULL CAKE CASES,2011,10,A,128,99.47,9
21213,PACK OF 72 SKULL CAKE CASES,2011,11,A,340,201.47,10
21213,PACK OF 72 SKULL CAKE CASES,2011,12,A,208,124.97999999999999,18
21213,PACK OF 72 SKULL CAKE CASES,2011,13,A,444,243.6,11
21213,PACK OF 72 SKULL CAKE CASES,2011,14,A,184,114.71,13
21213,PACK OF 72 SKULL CAKE CASES,2011,15,A,363,183.75,11
21213,PACK OF 72 SKULL CAKE CASES,2011,16,A,1023,429.93,10
21213,PACK OF 72 SKULL CAKE CASES,2011,17,A,152,77.18,4
21213,PACK OF 72 SKULL CAKE CASES,2011,18,A,362,200.91,14
21213,PACK OF 72 SKULL CAKE CASES,2011,19,A,176,133.39,15
21213,PACK OF 72 SKULL CAKE CASES,2011,20,A,82,54.28,6
21213,PACK OF 72 SKULL CAKE CASES,2011,21,A,146,116.89,10
21213,PACK OF 72 SKULL CAKE CASES,2011,22,A,255,142.18,12
21213,PACK OF 72 SKULL CAKE CASES,2011,23,A,178,145.07,19
21213,PACK OF 72 SKULL CAKE CASES,2011,24,A,503,270.63,18
21213,PACK OF 72 SKULL CAKE CASES,2011,25,A,236,118.39999999999999,15
21213,PACK OF 72 SKULL CAKE CASES,2011,26,A,101,56.25,7
21213,PACK OF 72 SKULL CAKE CASES,2011,27,A,537,226.14999999999998,9
21213,PACK OF 72 SKULL CAKE CASES,2011,28,A,206,99.1,13
21213,PACK OF 72 SKULL CAKE CASES,2011,29,A,160,90.1,13
21213,PACK OF 72 SKULL CAKE CASES,2011,30,A,231,127.75,13
21213,PACK OF 72 SKULL CAKE CASES,2011,31,A,241,117.65,5
21213,PACK OF 72 SKULL CAKE CASES,2011,32,A,88,49.099999999999994,8
21213,PACK OF 72 SKULL CAKE CASES,2011,33,A,852,369.78,10
21213,PACK OF 72 SKULL CAKE CASES,2011,34,A,231,156.12,13
21213,PACK OF 72 SKULL CAKE CASES,2011,35,A,219,126.44999999999999,15
21213,PACK OF 72 SKULL CAKE CASES,2011,36,A,800,394.31,25
21213,PACK OF 72 SKULL CAKE CASES,2011,37,A,865,395.09,16
21213,PACK OF 72 SKULL CAKE CASES,2011,38,A,420,222.35999999999999,21
21213,PACK OF 72 SKULL CAKE CASES,2011,39,A,242,138.26,19
21213,PACK OF 72 SKULL CAKE CASES,2011,40,A,274,186.66,19
21213,PACK OF 72 SKULL CAKE CASES,2011,41,A,176,107.38,16
21213,PACK OF 72 SKULL CAKE CASES,2011,42,A,384,218.85999999999999,18
21213,PACK OF 72 SKULL CAKE CASES,2011,43,A,505,304.26,18
21213,PACK OF 72 SKULL CAKE CASES,2011,44,A,227,165.32999999999998,13
21213,PACK OF 72 SKULL CAKE CASES,2011,45,A,117,88.44,16
21213,PACK OF 72 SKULL CAKE CASES,2011,46,A,163,146.44,20
21213,PACK OF 72 SKULL CAKE CASES,2011,47,A,64,38.129999999999995,12
21213,PACK OF 72 SKULL CAKE CASES,2011,48,A,210,103.39999999999999,14
21213,PACK OF 72 SKULL CAKE CASES,2011,49,A,106,61.8,9
21215,IVORY PAPER CUP CAKE CASES,2010,48,C,124,56.37,3
21215,IVORY PAPER CUP CAKE CASES,2010,49,C,27,16.43,3
21215,IVORY PAPER CUP CAKE CASES,2010,50,C,8,8.29,3
21215,IVORY PAPER CUP CAKE CASES,2010,51,C,6,11.08,1
21215,IVORY PAPER CUP CAKE CASES,2011,1,C,13,11.530000000000001,4
21215,IVORY PAPER CUP CAKE CASES,2011,2,C,8,10.0,3
21215,IVORY PAPER CUP CAKE CASES,2011,3,C,20,25.0,3
21215,IVORY PAPER CUP CAKE CASES,2011,4,C,18,20.4,4
21215,IVORY PAPER CUP CAKE CASES,2011,5,C,42,35.7,4
21215,IVORY PAPER CUP CAKE CASES,2011,6,C,17,21.25,4
21215,IVORY PAPER CUP CAKE CASES,2011,7,C,20,25.0,1
21215,IVORY PAPER CUP CAKE CASES,2011,8,C,16,20.0,2
21215,IVORY PAPER CUP CAKE CASES,2011,9,C,2,1.1,1
21215,IVORY PAPER CUP CAKE CASES,2011,10,C,89,77.65,5
21215,IVORY PAPER CUP CAKE CASES,2011,11,C,1,0.55,1
21215,IVORY PAPER CUP CAKE CASES,2011,12,C,73,40.15,4
21215,IVORY PAPER CUP CAKE CASES,2011,13,C,9,8.450000000000001,7
21215,IVORY PAPER CUP CAKE CASES,2011,14,C,26,14.299999999999999,2
21215,IVORY PAPER CUP CAKE CASES,2011,15,C,9,6.35,3
21215,IVORY PAPER CUP CAKE CASES,2011,16,C,3,2.35,2
21215,IVORY PAPER CUP CAKE CASES,2011,17,C,6,4.7,4
21215,IVORY PAPER CUP CAKE CASES,2011,18,C,27,16.95,3
21215,IVORY PAPER CUP CAKE CASES,2011,19,C,4,4.3,2
21215,IVORY PAPER CUP CAKE CASES,2011,20,C,4,2.2,1
21215,IVORY PAPER CUP CAKE CASES,2011,21,C,1,0.55,1
21215,IVORY PAPER CUP CAKE CASES,2011,22,C,25,14.45,2
21215,IVORY PAPER CUP CAKE CASES,2011,23,C,3,1.65,1
21215,IVORY PAPER CUP CAKE CASES,2011,24,C,26,14.299999999999999,3
21215,IVORY PAPER CUP CAKE CASES,2011,27,C,1,1.25,1
21215,IVORY PAPER CUP CAKE CASES,2011,28,C,49,27.65,3
21215,IVORY PAPER CUP CAKE CASES,2011,29,C,6,6.1,2
21215,IVORY PAPER CUP CAKE CASES,2011,30,C,26,15.7,3
21215,IVORY PAPER CUP CAKE CASES,2011,31,C,50,27.5,2
21215,IVORY PAPER CUP CAKE CASES,2011,32,C,51,28.75,4
21215,IVORY PAPER CUP CAKE CASES,2011,34,C,24,13.2,1
21215,IVORY PAPER CUP CAKE CASES,2011,35,C,7,7.35,6
21215,IVORY PAPER CUP CAKE CASES,2011,36,C,3,3.75,1
21215,IVORY PAPER CUP CAKE CASES,2011,37,C,5,4.15,2
21215,IVORY PAPER CUP CAKE CASES,2011,38,C,24,13.2,1
21215,IVORY PAPER CUP CAKE CASES,2011,39,C,52,29.299999999999997,4
21215,IVORY PAPER CUP CAKE CASES,2011,40,C,25,14.45,2
21215,IVORY PAPER CUP CAKE CASES,2011,41,C,76,44.599999999999994,4
21215,IVORY PAPER CUP CAKE CASES,2011,42,C,28,15.399999999999999,2
21215,IVORY PAPER CUP CAKE CASES,2011,44,C,1,1.25,1
21215,IVORY PAPER CUP CAKE CASES,2011,46,C,29,16.65,4
21215,IVORY PAPER CUP CAKE CASES,2011,47,C,2,1.1,1
21215,IVORY PAPER CUP CAKE CASES,2011,48,C,1,1.25,1
21215,IVORY PAPER CUP CAKE CASES,2011,49,C,2,1.8,2
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2010,48,A,37,184.56,8
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2010,49,A,23,162.41,10
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2010,50,A,37,237.78,9
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2010,51,A,18,149.8,9
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,1,A,23,119.92,9
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,2,A,25,112.78999999999999,2
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,3,A,68,375.64,14
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,4,A,75,372.69,13
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,5,A,26,163.74,9
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,6,A,98,458.06,8
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,7,A,107,497.49,8
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,8,A,21,138.99,11
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,9,A,137,611.6700000000001,7
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,10,A,18,124.14,5
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,11,A,15,115.13,6
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,12,A,17,119.19,9
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,13,A,55,319.69,16
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,14,A,78,364.9,6
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,15,A,105,510.23,12
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,16,A,23,131.37,9
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,17,A,5,30.59,2
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,18,A,25,129.59,8
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,19,A,44,276.2,18
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,20,A,13,93.55,5
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,21,A,18,100.78,7
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,22,A,32,199.28,13
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,23,A,19,129.09,10
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,24,A,38,182.98,5
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,25,A,2,21.58,2
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,26,A,91,423.40999999999997,6
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,27,A,14,127.69999999999999,9
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,28,A,38,177.14,6
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,29,A,67,327.25,13
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,30,A,44,204.28,7
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,31,A,54,259.38,7
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,32,A,21,179.87,4
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,33,A,70,332.98,10
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,34,A,41,229.59,9
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,35,A,10,90.38,7
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,36,A,36,219.08,12
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,37,A,9,56.23,5
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,38,A,33,152.39,4
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,39,A,118,551.94,10
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,40,A,10,61.18,4
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,41,A,20,128.2,7
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,42,A,33,187.43,5
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,43,A,5,36.43,3
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,44,A,16,90.88,6
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,45,A,27,168.69,8
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,46,A,41,227.03,8
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,47,A,44,241.88,7
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,48,A,54,291.38,14
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,49,A,35,209.01,9
21217,RED RETROSPOT ROUND CAKE TINS,2010,48,A,22,241.45999999999998,14
21217,RED RETROSPOT ROUND CAKE TINS,2010,49,A,31,443.81,17
21217,RED RETROSPOT ROUND CAKE TINS,2010,50,A,8,90.88,5
21217,RED RETROSPOT ROUND CAKE TINS,2011,1,A,23,216.85,8
21217,RED RETROSPOT ROUND CAKE TINS,2011,2,A,30,285.34000000000003,6
21217,RED RETROSPOT ROUND CAKE TINS,2011,3,A,32,329.92,9
21217,RED RETROSPOT ROUND CAKE TINS,2011,4,A,29,275.39,5
21217,RED RETROSPOT ROUND CAKE TINS,2011,5,A,11,109.44999999999999,5
21217,RED RETROSPOT ROUND CAKE TINS,2011,6,A,43,436.37,10
21217,RED RETROSPOT ROUND CAKE TINS,2011,7,A,56,520.04,6
21217,RED RETROSPOT ROUND CAKE TINS,2011,8,A,16,170.04,11
21217,RED RETROSPOT ROUND CAKE TINS,2011,9,A,150,1372.5,13
21217,RED RETROSPOT ROUND CAKE TINS,2011,10,A,32,326.92,7
21217,RED RETROSPOT ROUND CAKE TINS,2011,11,A,23,238.53,8
21217,RED RETROSPOT ROUND CAKE TINS,2011,12,A,8,101.28,5
21217,RED RETROSPOT ROUND CAKE TINS,2011,13,A,23,227.69,7
21217,RED RETROSPOT ROUND CAKE TINS,2011,14,A,51,459.45,3
21217,RED RETROSPOT ROUND CAKE TINS,2011,15,A,13,161.87,8
21217,RED RETROSPOT ROUND CAKE TINS,2011,16,A,13,140.19,7
21217,RED RETROSPOT ROUND CAKE TINS,2011,17,A,4,61.48,3
21217,RED RETROSPOT ROUND CAKE TINS,2011,18,A,17,179.99,7
21217,RED RETROSPOT ROUND CAKE TINS,2011,19,A,10,121.17999999999999,6
21217,RED RETROSPOT ROUND CAKE TINS,2011,20,A,7,69.65,3
21217,RED RETROSPOT ROUND CAKE TINS,2011,21,A,6,70.53999999999999,5
21217,RED RETROSPOT ROUND CAKE TINS,2011,22,A,8,79.6,6
21217,RED RETROSPOT ROUND CAKE TINS,2011,23,A,5,60.589999999999996,4
21217,RED RETROSPOT ROUND CAKE TINS,2011,24,A,14,127.30000000000001,2
21217,RED RETROSPOT ROUND CAKE TINS,2011,25,A,10,99.5,3
21217,RED RETROSPOT ROUND CAKE TINS,2011,26,A,4,72.32,4
21217,RED RETROSPOT ROUND CAKE TINS,2011,27,A,18,210.45999999999998,5
21217,RED RETROSPOT ROUND CAKE TINS,2011,28,A,12,130.24,5
21217,RED RETROSPOT ROUND CAKE TINS,2011,29,A,18,177.94,6
21217,RED RETROSPOT ROUND CAKE TINS,2011,30,A,4,39.8,3
21217,RED RETROSPOT ROUND CAKE TINS,2011,31,A,10,99.5,4
21217,RED RETROSPOT ROUND CAKE TINS,2011,32,A,20,219.52,5
21217,RED RETROSPOT ROUND CAKE TINS,2011,33,A,30,296.18,5
21217,RED RETROSPOT ROUND CAKE TINS,2011,34,A,10,110.33999999999999,4
21217,RED RETROSPOT ROUND CAKE TINS,2011,35,A,10,121.17999999999999,6
21217,RED RETROSPOT ROUND CAKE TINS,2011,36,A,29,298.23,10
21217,RED RETROSPOT ROUND CAKE TINS,2011,37,A,7,102.16999999999999,7
21217,RED RETROSPOT ROUND CAKE TINS,2011,38,A,6,92.22,4
21217,RED RETROSPOT ROUND CAKE TINS,2011,39,A,12,151.92,6
21217,RED RETROSPOT ROUND CAKE TINS,2011,40,A,4,39.8,3
21217,RED RETROSPOT ROUND CAKE TINS,2011,41,A,6,92.22,4
21217,RED RETROSPOT ROUND CAKE TINS,2011,42,A,11,120.28999999999999,6
21217,RED RETROSPOT ROUND CAKE TINS,2011,43,A,16,191.72,5
21217,RED RETROSPOT ROUND CAKE TINS,2011,44,A,17,201.67,9
21217,RED RETROSPOT ROUND CAKE TINS,2011,45,A,50,539.7,17
21217,RED RETROSPOT ROUND CAKE TINS,2011,46,A,27,332.53,8
21217,RED RETROSPOT ROUND CAKE TINS,2011,47,A,20,230.35999999999999,7
21217,RED RETROSPOT ROUND CAKE TINS,2011,48,A,13,151.03,8
21217,RED RETROSPOT ROUND CAKE TINS,2011,49,A,40,493.24,10
21218,RED SPOTTY BISCUIT TIN,2010,48,A,22,129.7,9
21218,RED SPOTTY BISCUIT TIN,2010,49,A,48,248.24,13
21218,RED SPOTTY BISCUIT TIN,2010,50,A,28,152.20000000000002,7
21218,RED SPOTTY BISCUIT TIN,2010,51,A,62,274.58,9
21218,RED SPOTTY BISCUIT TIN,2011,1,A,8,30.0,3
21218,RED SPOTTY BISCUIT TIN,2011,2,A,154,535.66,8
21218,RED SPOTTY BISCUIT TIN,2011,3,A,12,72.24,6
21218,RED SPOTTY BISCUIT TIN,2011,4,A,6,49.739999999999995,5
21218,RED SPOTTY BISCUIT TIN,2011,5,A,49,210.99,13
21218,RED SPOTTY BISCUIT TIN,2011,6,A,225,749.37,6
21218,RED SPOTTY BISCUIT TIN,2011,7,A,108,379.7,7
21218,RED SPOTTY BISCUIT TIN,2011,8,A,38,178.82,11
21218,RED SPOTTY BISCUIT TIN,2011,9,A,140,483.15999999999997,6
21218,RED SPOTTY BISCUIT TIN,2011,10,A,31,148.03,10
21218,RED SPOTTY BISCUIT TIN,2011,11,A,14,88.82,5
21218,RED SPOTTY BISCUIT TIN,2011,12,A,36,153.16,7
21218,RED SPOTTY BISCUIT TIN,2011,13,A,25,148.23,11
21218,RED SPOTTY BISCUIT TIN,2011,14,A,127,420.78999999999996,5
21218,RED SPOTTY BISCUIT TIN,2011,15,A,54,213.2,11
21218,RED SPOTTY BISCUIT TIN,2011,16,A,6,27.04,3
21218,RED SPOTTY BISCUIT TIN,2011,17,A,15,69.87,5
21218,RED SPOTTY BISCUIT TIN,2011,18,A,58,205.5,7
21218,RED SPOTTY BISCUIT TIN,2011,19,A,83,305.40999999999997,12
21218,RED SPOTTY BISCUIT TIN,2011,20,A,18,90.19999999999999,8
21218,RED SPOTTY BISCUIT TIN,2011,21,A,72,277.78,12
21218,RED SPOTTY BISCUIT TIN,2011,22,A,17,77.37,7
21218,RED SPOTTY BISCUIT TIN,2011,23,A,5,36.91,5
21218,RED SPOTTY BISCUIT TIN,2011,24,A,10,51.12,5
21218,RED SPOTTY BISCUIT TIN,2011,25,A,4,33.16,4
21218,RED SPOTTY BISCUIT TIN,2011,26,A,80,286.7,6
21218,RED SPOTTY BISCUIT TIN,2011,27,A,15,97.10999999999999,8
21218,RED SPOTTY BISCUIT TIN,2011,28,A,15,69.87,4
21218,RED SPOTTY BISCUIT TIN,2011,29,A,17,90.99,10
21218,RED SPOTTY BISCUIT TIN,2011,30,A,76,267.08,7
21218,RED SPOTTY BISCUIT TIN,2011,31,A,36,120.0,4
21218,RED SPOTTY BISCUIT TIN,2011,32,A,79,349.42999999999995,7
21218,RED SPOTTY BISCUIT TIN,2011,33,A,26,121.74000000000001,5
21218,RED SPOTTY BISCUIT TIN,2011,34,A,94,384.52,11
